,price_in_rp
19441,967000000.0
19442,967000000.0
19443,967000000.0
19444,967000000.0
19445,967000000.0
19446,967000000.0
19447,967000000.0
19448,967000000.0
19449,967000000.0
19450,967000000.0
19451,967000000.0
19452,967000000.0
19453,967000000.0
19454,967000000.0
19455,967000000.0
19456,967000000.0
19457,967000000.0
19458,967000000.0
19459,967000000.0
19460,967000000.0
19461,967000000.0
19462,967000000.0
19463,967000000.0
19464,967000000.0
19465,967000000.0
19466,967000000.0
19467,967000000.0
19468,967000000.0
19469,967000000.0
19470,967000000.0
19471,967000000.0
19472,967000000.0
19473,967000000.0
19474,967000000.0
19475,967000000.0
19476,967000000.0
19477,967000000.0
19478,967000000.0
19479,968000000.0
19480,968000000.0
19481,968000000.0
19482,968000000.0
19483,968000000.0
19484,968000000.0
19485,968000000.0
19486,968000000.0
19487,968000000.0
19488,968000000.0
19489,968000000.0
19490,968000000.0
19491,968000000.0
19492,968000000.0
19493,968000000.0
19494,968000000.0
19495,968000000.0
19496,968000000.0
19497,968000000.0
19498,968000000.0
19499,968000000.0
19500,968000000.0
19501,968000000.0
19502,968000000.0
19503,968000000.0
19504,968000000.0
19505,968000000.0
19506,968000000.0
19507,968000000.0
19508,968000000.0
19509,968000000.0
19510,968000000.0
19511,968000000.0
19512,968000000.0
19513,968000000.0
19514,968000000.0
19515,968000000.0
19516,968000000.0
19517,968000000.0
19518,968000000.0
19519,968000000.0
19520,968000000.0
19521,968000000.0
19522,968000000.0
19523,968000000.0
19524,968000000.0
19525,968000000.0
19526,968000000.0
19527,968000000.0
19528,968000000.0
19529,968000000.0
19530,968000000.0
19531,968000000.0
19532,968000000.0
19533,968000000.0
19534,968000000.0
19535,968000000.0
19536,969000000.0
19537,969000000.0
19538,969000000.0
19539,969000000.0
19540,969000000.0
19541,969000000.0
19542,969000000.0
19543,969000000.0
19544,969000000.0
19545,969000000.0
19546,969000000.0
19547,969000000.0
19548,969000000.0
19549,969000000.0
19550,969000000.0
19551,969000000.0
19552,969000000.0
19553,969000000.0
19554,969000000.0
19555,969000000.0
19556,969000000.0
19557,969000000.0
19558,969000000.0
19559,969000000.0
19560,969000000.0
19561,969000000.0
19562,969000000.0
19563,969000000.0
19564,969000000.0
19565,969000000.0
19566,969000000.0
19567,969000000.0
19568,969000000.0
19569,969000000.0
19570,969000000.0
19571,969000000.0
19572,969000000.0
19573,969000000.0
19574,969000000.0
19575,969000000.0
19576,969000000.0
19577,969000000.0
19578,969000000.0
19579,969000000.0
19580,969000000.0
19581,969000000.0
19582,969000000.0
19583,969000000.0
19584,969000000.0
19585,969000000.0
19586,969000000.0
19587,969000000.0
19588,969000000.0
19589,969000000.0
19590,969000000.0
19591,969000000.0
19592,969000000.0
19593,969000000.0
19594,969000000.0
19595,970000000.0
19596,970000000.0
19597,970000000.0
19598,970000000.0
19599,970000000.0
19600,970000000.0
19601,970000000.0
19602,970000000.0
19603,970000000.0
19604,970000000.0
19605,970000000.0
19606,970000000.0
19607,970000000.0
19608,970000000.0
19609,970000000.0
19610,970000000.0
19611,970000000.0
19612,970000000.0
19613,970000000.0
19614,970000000.0
19615,970000000.0
19616,970000000.0
19617,970000000.0
19618,970000000.0
19619,970000000.0
19620,970000000.0
19621,970000000.0
19622,970000000.0
19623,970000000.0
19624,970000000.0
19625,970000000.0
19626,970000000.0
19627,970000000.0
19628,970000000.0
19629,970000000.0
19630,970000000.0
19631,970000000.0
19632,970000000.0
19633,970000000.0
19634,970000000.0
19635,970000000.0
19636,970000000.0
19637,970000000.0
19638,970000000.0
19639,970000000.0
19640,970000000.0
19641,970000000.0
19642,970000000.0
19643,970000000.0
19644,970000000.0
19645,970000000.0
19646,970000000.0
19647,970000000.0
19648,970000000.0
19649,970000000.0
19650,970000000.0
19651,975000000.0
19652,975000000.0
19653,975000000.0
19654,975000000.0
19655,975000000.0
19656,975000000.0
19657,975000000.0
19658,975000000.0
19659,975000000.0
19660,975000000.0
19661,975000000.0
19662,975000000.0
19663,975000000.0
19664,975000000.0
19665,975000000.0
19666,975000000.0
19667,975000000.0
19668,975000000.0
19669,975000000.0
19670,975000000.0
19671,975000000.0
19672,975000000.0
19673,975000000.0
19674,975000000.0
19675,975000000.0
19676,975000000.0
19677,975000000.0
19678,975000000.0
19679,975000000.0
19680,975000000.0
19681,975000000.0
19682,975000000.0
19683,975000000.0
19684,975000000.0
19685,975000000.0
19686,975000000.0
19687,975000000.0
19688,975000000.0
19689,975000000.0
19690,975000000.0
19691,975000000.0
19692,975000000.0
19693,975000000.0
19694,975000000.0
19695,975000000.0
19696,975000000.0
19697,975000000.0
19698,975000000.0
19699,980000000.0
19700,980000000.0
19701,980000000.0
19702,980000000.0
19703,980000000.0
19704,980000000.0
19705,980000000.0
19706,980000000.0
19707,980000000.0
19708,980000000.0
19709,980000000.0
19710,980000000.0
19711,980000000.0
19712,980000000.0
19713,980000000.0
19714,980000000.0
19715,980000000.0
19716,980000000.0
19717,980000000.0
19718,980000000.0
19719,980000000.0
19720,980000000.0
19721,980000000.0
19722,980000000.0
19723,980000000.0
19724,980000000.0
19725,980000000.0
19726,980000000.0
19727,980000000.0
19728,980000000.0
19729,980000000.0
19730,980000000.0
19731,980000000.0
19732,980000000.0
19733,980000000.0
19734,980000000.0
19735,980000000.0
19736,980000000.0
19737,980000000.0
19738,980000000.0
19739,980000000.0
19740,980000000.0
19741,980000000.0
19742,980000000.0
19743,980000000.0
19744,980000000.0
19745,980000000.0
19746,980000000.0
19747,980000000.0
19748,980000000.0
19749,980000000.0
19750,980000000.0
19751,980000000.0
19752,980000000.0
19753,980000000.0
19754,980000000.0
19755,988000000.0
19756,988000000.0
19757,988000000.0
19758,988000000.0
19759,988000000.0
19760,988000000.0
19761,988000000.0
19762,988000000.0
19763,988000000.0
19764,988000000.0
19765,988000000.0
19766,988000000.0
19767,988000000.0
19768,988000000.0
19769,988000000.0
19770,988000000.0
19771,988000000.0
19772,988000000.0
19773,988000000.0
19774,988000000.0
19775,988000000.0
19776,988000000.0
19777,988000000.0
19778,988000000.0
19779,988000000.0
19780,988000000.0
19781,988000000.0
19782,988000000.0
19783,988000000.0
19784,988000000.0
19785,988000000.0
19786,988000000.0
19787,988000000.0
19788,988000000.0
19789,988000000.0
19790,988000000.0
19791,988000000.0
19792,988000000.0
19793,988000000.0
19794,988000000.0
19795,988000000.0
19796,988000000.0
19797,988000000.0
19798,988000000.0
19799,988000000.0
19800,988000000.0
19801,988000000.0
19802,988000000.0
19803,988000000.0
19804,988000000.0
19805,988000000.0
19806,988000000.0
19807,988000000.0
19808,988000000.0
19809,988000000.0
19810,988000000.0
19811,988000000.0
19812,988000000.0
19813,988000000.0
19814,990000000.0
19815,990000000.0
19816,990000000.0
19817,990000000.0
19818,990000000.0
19819,990000000.0
19820,990000000.0
19821,990000000.0
19822,990000000.0
19823,990000000.0
19824,990000000.0
19825,990000000.0
19826,990000000.0
19827,990000000.0
19828,990000000.0
19829,990000000.0
19830,990000000.0
19831,990000000.0
19832,990000000.0
19833,990000000.0
19834,990000000.0
19835,990000000.0
19836,990000000.0
19837,990000000.0
19838,990000000.0
19839,990000000.0
19840,990000000.0
19841,990000000.0
19842,990000000.0
19843,990000000.0
19844,990000000.0
19845,990000000.0
19846,990000000.0
19847,990000000.0
19848,990000000.0
19849,990000000.0
19850,990000000.0
19851,990000000.0
19852,990000000.0
19853,990000000.0
19854,990000000.0
19855,990000000.0
19856,990000000.0
19857,990000000.0
19858,990000000.0
19859,990000000.0
19860,990000000.0
19861,990000000.0
19862,990000000.0
19863,990000000.0
19864,990000000.0
19865,990000000.0
19866,990000000.0
19867,990000000.0
19868,990000000.0
19869,990000000.0
19870,990000000.0
19871,990000000.0
19872,992000000.0
19873,992000000.0
19874,992000000.0
19875,992000000.0
19876,992000000.0
19877,992000000.0
19878,992000000.0
19879,992000000.0
19880,992000000.0
19881,992000000.0
19882,992000000.0
19883,992000000.0
19884,992000000.0
19885,992000000.0
19886,992000000.0
19887,992000000.0
19888,992000000.0
19889,992000000.0
19890,992000000.0
19891,992000000.0
19892,992000000.0
19893,992000000.0
19894,992000000.0
19895,992000000.0
19896,992000000.0
19897,992000000.0
19898,992000000.0
19899,992000000.0
19900,992000000.0
19901,992000000.0
19902,992000000.0
19903,992000000.0
19904,992000000.0
19905,992000000.0
19906,992000000.0
19907,992000000.0
19908,992000000.0
19909,992000000.0
19910,992000000.0
19911,992000000.0
19912,992000000.0
19913,992000000.0
19914,992000000.0
19915,992000000.0
19916,992000000.0
19917,992000000.0
19918,992000000.0
19919,992000000.0
19920,992000000.0
19921,992000000.0
19922,992000000.0
19923,992000000.0
19924,992000000.0
19925,992000000.0
19926,992000000.0
19927,992000000.0
19928,992000000.0
19929,992000000.0
19930,992000000.0
19931,995000000.0
19932,995000000.0
19933,995000000.0
19934,995000000.0
19935,995000000.0
19936,995000000.0
19937,995000000.0
19938,995000000.0
19939,995000000.0
19940,995000000.0
19941,995000000.0
19942,995000000.0
19943,995000000.0
19944,995000000.0
19945,995000000.0
19946,995000000.0
19947,995000000.0
19948,995000000.0
19949,995000000.0
19950,995000000.0
19951,995000000.0
19952,995000000.0
19953,995000000.0
19954,995000000.0
19955,995000000.0
19956,995000000.0
19957,995000000.0
19958,995000000.0
19959,995000000.0
19960,995000000.0
19961,995000000.0
19962,995000000.0
19963,995000000.0
19964,995000000.0
19965,995000000.0
19966,995000000.0
19967,995000000.0
19968,995000000.0
19969,995000000.0
19970,995000000.0
19971,995000000.0
19972,995000000.0
19973,995000000.0
19974,995000000.0
19975,995000000.0
19976,995000000.0
19977,995000000.0
19978,995000000.0
19979,995000000.0
19980,995000000.0
19981,995000000.0
19982,998000000.0
19983,998000000.0
19984,998000000.0
19985,998000000.0
19986,998000000.0
19987,998000000.0
19988,998000000.0
19989,998000000.0
19990,998000000.0
19991,998000000.0
19992,998000000.0
19993,998000000.0
19994,998000000.0
19995,998000000.0
19996,998000000.0
19997,998000000.0
19998,998000000.0
19999,998000000.0
20000,998000000.0
20001,998000000.0
20002,998000000.0
20003,998000000.0
20004,998000000.0
20005,998000000.0
20006,998000000.0
20007,998000000.0
20008,998000000.0
20009,998000000.0
20010,998000000.0
20011,998000000.0
20012,998000000.0
20013,998000000.0
20014,998000000.0
20015,998000000.0
20016,998000000.0
20017,998000000.0
20018,998000000.0
20019,998000000.0
20020,998000000.0
20021,998000000.0
20022,998000000.0
20023,998000000.0
20024,998000000.0
20025,998000000.0
20026,998000000.0
20027,998000000.0
20028,998000000.0
20029,998000000.0
20030,998000000.0
20031,998000000.0
20032,998000000.0
20033,998000000.0
20034,998000000.0
20035,998000000.0
20036,998000000.0
20037,998000000.0
20038,998000000.0
20039,998000000.0
20040,998000000.0
20041,999000000.0
20042,999000000.0
20043,999000000.0
20044,999000000.0
20045,999000000.0
20046,999000000.0
20047,999000000.0
20048,999000000.0
20049,999000000.0
20050,999000000.0
20051,999000000.0
20052,999000000.0
20053,999000000.0
20054,999000000.0
20055,999000000.0
20056,999000000.0
20057,999000000.0
20058,999000000.0
20059,999000000.0
20060,999000000.0
20061,999000000.0
20062,999000000.0
20063,999000000.0
20064,999000000.0
20065,999000000.0
20066,999000000.0
20067,999000000.0
20068,999000000.0
20069,999000000.0
20070,999000000.0
20071,999000000.0
20072,999000000.0
20073,999000000.0
20074,999000000.0
20075,999000000.0
20076,999000000.0
20077,999000000.0
20078,999000000.0
20079,999000000.0
20080,999000000.0
20081,999000000.0
20082,999000000.0
20083,999000000.0
20084,999000000.0
20085,999000000.0
20086,999000000.0
20087,999000000.0
20088,999000000.0
20089,999000000.0
20090,999000000.0
20091,999000000.0
20092,999000000.0
20093,999000000.0
20094,999000000.0
20095,999000000.0
20096,999000000.0
20097,1000000000.0
20098,1000000000.0
20099,1000000000.0
20100,1000000000.0
20101,1000000000.0
20102,1000000000.0
20103,1000000000.0
20104,1000000000.0
20105,1000000000.0
20106,1000000000.0
20107,1000000000.0
20108,1000000000.0
20109,1000000000.0
20110,1000000000.0
20111,1000000000.0
20112,1000000000.0
20113,1000000000.0
20114,1000000000.0
20115,1000000000.0
20116,1000000000.0
20117,1000000000.0
20118,1000000000.0
20119,1000000000.0
20120,1000000000.0
20121,1000000000.0
20122,1000000000.0
20123,1000000000.0
20124,1000000000.0
20125,1000000000.0
20126,1000000000.0
20127,1000000000.0
20128,1000000000.0
20129,1000000000.0
20130,1000000000.0
20131,1000000000.0
20132,1010000000.0
20133,1010000000.0
20134,1010000000.0
20135,1010000000.0
20136,1010000000.0
20137,1010000000.0
20138,1010000000.0
20139,1010000000.0
20140,1010000000.0
20141,1010000000.0
20142,1010000000.0
20143,1010000000.0
20144,1010000000.0
20145,1010000000.0
20146,1010000000.0
20147,1010000000.0
20148,1010000000.0
20149,1010000000.0
20150,1010000000.0
20151,1010000000.0
20152,1010000000.0
20153,1010000000.0
20154,1010000000.0
20155,1010000000.0
20156,1010000000.0
20157,1010000000.0
20158,1010000000.0
20159,1010000000.0
20160,1010000000.0
20161,1010000000.0
20162,1010000000.0
20163,1010000000.0
20164,1010000000.0
20165,1010000000.0
20166,1010000000.0
20167,1010000000.0
20168,1010000000.0
20169,1010000000.0
20170,1010000000.0
20171,1010000000.0
20172,1010000000.0
20173,1010000000.0
20174,1010000000.0
20175,1010000000.0
20176,1010000000.0
20177,1010000000.0
20178,1010000000.0
20179,1010000000.0
20180,1010000000.0
20181,1010000000.0
20182,1010000000.0
20183,1010000000.0
20184,1010000000.0
20185,1010000000.0
20186,1010000000.0
20187,1010000000.0
20188,1010000000.0
20189,1010000000.0
20190,1010000000.0
20191,1020000000.0
20192,1020000000.0
20193,1020000000.0
20194,1020000000.0
20195,1020000000.0
20196,1020000000.0
20197,1020000000.0
20198,1020000000.0
20199,1020000000.0
20200,1020000000.0
20201,1020000000.0
20202,1020000000.0
20203,1020000000.0
20204,1020000000.0
20205,1020000000.0
20206,1020000000.0
20207,1020000000.0
20208,1020000000.0
20209,1020000000.0
20210,1020000000.0
20211,1020000000.0
20212,1020000000.0
20213,1020000000.0
20214,1020000000.0
20215,1020000000.0
20216,1020000000.0
20217,1020000000.0
20218,1020000000.0
20219,1020000000.0
20220,1020000000.0
20221,1020000000.0
20222,1020000000.0
20223,1020000000.0
20224,1020000000.0
20225,1020000000.0
20226,1030000000.0
20227,1030000000.0
20228,1030000000.0
20229,1030000000.0
20230,1030000000.0
20231,1030000000.0
20232,1030000000.0
20233,1030000000.0
20234,1030000000.0
20235,1030000000.0
20236,1030000000.0
20237,1030000000.0
20238,1030000000.0
20239,1030000000.0
20240,1030000000.0
20241,1030000000.0
20242,1030000000.0
20243,1030000000.0
20244,1030000000.0
20245,1030000000.0
20246,1030000000.0
20247,1030000000.0
20248,1030000000.0
20249,1030000000.0
20250,1030000000.0
20251,1030000000.0
20252,1030000000.0
20253,1030000000.0
20254,1030000000.0
20255,1030000000.0
20256,1030000000.0
20257,1030000000.0
20258,1030000000.0
20259,1030000000.0
20260,1030000000.0
20261,1030000000.0
20262,1030000000.0
20263,1030000000.0
20264,1030000000.0
20265,1030000000.0
20266,1030000000.0
20267,1030000000.0
20268,1030000000.0
20269,1030000000.0
20270,1030000000.0
20271,1030000000.0
20272,1030000000.0
20273,1030000000.0
20274,1030000000.0
20275,1030000000.0
20276,1030000000.0
20277,1030000000.0
20278,1030000000.0
20279,1030000000.0
20280,1030000000.0
20281,1030000000.0
20282,1030000000.0
20283,1030000000.0
20284,1040000000.0
20285,1040000000.0
20286,1040000000.0
20287,1040000000.0
20288,1040000000.0
20289,1040000000.0
20290,1040000000.0
20291,1040000000.0
20292,1040000000.0
20293,1040000000.0
20294,1040000000.0
20295,1040000000.0
20296,1040000000.0
20297,1040000000.0
20298,1040000000.0
20299,1040000000.0
20300,1040000000.0
20301,1040000000.0
20302,1040000000.0
20303,1040000000.0
20304,1040000000.0
20305,1040000000.0
20306,1040000000.0
20307,1040000000.0
20308,1040000000.0
20309,1040000000.0
20310,1040000000.0
20311,1040000000.0
20312,1040000000.0
20313,1040000000.0
20314,1040000000.0
20315,1040000000.0
20316,1040000000.0
20317,1040000000.0
20318,1040000000.0
20319,1040000000.0
20320,1040000000.0
20321,1040000000.0
20322,1040000000.0
20323,1040000000.0
20324,1040000000.0
20325,1040000000.0
20326,1040000000.0
20327,1040000000.0
20328,1040000000.0
20329,1040000000.0
20330,1040000000.0
20331,1040000000.0
20332,1040000000.0
20333,1040000000.0
20334,1040000000.0
20335,1040000000.0
20336,1040000000.0
20337,1040000000.0
20338,1040000000.0
20339,1040000000.0
20340,1040000000.0
20341,1040000000.0
20342,1050000000.0
20343,1050000000.0
20344,1050000000.0
20345,1050000000.0
20346,1050000000.0
20347,1050000000.0
20348,1050000000.0
20349,1050000000.0
20350,1050000000.0
20351,1050000000.0
20352,1050000000.0
20353,1050000000.0
20354,1050000000.0
20355,1050000000.0
20356,1050000000.0
20357,1050000000.0
20358,1050000000.0
20359,1050000000.0
20360,1050000000.0
20361,1050000000.0
20362,1050000000.0
20363,1050000000.0
20364,1050000000.0
20365,1050000000.0
20366,1050000000.0
20367,1050000000.0
20368,1050000000.0
20369,1050000000.0
20370,1050000000.0
20371,1050000000.0
20372,1050000000.0
20373,1050000000.0
20374,1050000000.0
20375,1050000000.0
20376,1050000000.0
20377,1060000000.0
20378,1060000000.0
20379,1060000000.0
20380,1060000000.0
20381,1060000000.0
20382,1060000000.0
20383,1060000000.0
20384,1060000000.0
20385,1060000000.0
20386,1060000000.0
20387,1060000000.0
20388,1060000000.0
20389,1060000000.0
20390,1060000000.0
20391,1060000000.0
20392,1060000000.0
20393,1060000000.0
20394,1060000000.0
20395,1060000000.0
20396,1060000000.0
20397,1060000000.0
20398,1060000000.0
20399,1060000000.0
20400,1060000000.0
20401,1060000000.0
20402,1060000000.0
20403,1060000000.0
20404,1060000000.0
20405,1060000000.0
20406,1060000000.0
20407,1060000000.0
20408,1060000000.0
20409,1060000000.0
20410,1060000000.0
20411,1060000000.0
20412,1060000000.0
20413,1060000000.0
20414,1060000000.0
20415,1060000000.0
20416,1060000000.0
20417,1060000000.0
20418,1060000000.0
20419,1060000000.0
20420,1060000000.0
20421,1060000000.0
20422,1060000000.0
20423,1060000000.0
20424,1060000000.0
20425,1060000000.0
20426,1060000000.0
20427,1070000000.0
20428,1070000000.0
20429,1070000000.0
20430,1070000000.0
20431,1070000000.0
20432,1070000000.0
20433,1070000000.0
20434,1070000000.0
20435,1070000000.0
20436,1070000000.0
20437,1070000000.0
20438,1070000000.0
20439,1070000000.0
20440,1070000000.0
20441,1070000000.0
20442,1070000000.0
20443,1070000000.0
20444,1070000000.0
20445,1070000000.0
20446,1070000000.0
20447,1070000000.0
20448,1070000000.0
20449,1070000000.0
20450,1070000000.0
20451,1070000000.0
20452,1070000000.0
20453,1070000000.0
20454,1070000000.0
20455,1070000000.0
20456,1070000000.0
20457,1070000000.0
20458,1070000000.0
20459,1070000000.0
20460,1070000000.0
20461,1070000000.0
20462,1070000000.0
20463,1070000000.0
20464,1070000000.0
20465,1070000000.0
20466,1070000000.0
20467,1070000000.0
20468,1070000000.0
20469,1070000000.0
20470,1070000000.0
20471,1070000000.0
20472,1070000000.0
20473,1070000000.0
20474,1070000000.0
20475,1070000000.0
20476,1070000000.0
20477,1070000000.0
20478,1070000000.0
20479,1070000000.0
20480,1070000000.0
20481,1070000000.0
20482,1070000000.0
20483,1070000000.0
20484,1070000000.0
20485,1080000000.0
20486,1080000000.0
20487,1080000000.0
20488,1080000000.0
20489,1080000000.0
20490,1080000000.0
20491,1080000000.0
20492,1080000000.0
20493,1080000000.0
20494,1080000000.0
20495,1080000000.0
20496,1080000000.0
20497,1080000000.0
20498,1080000000.0
20499,1080000000.0
20500,1080000000.0
20501,1080000000.0
20502,1080000000.0
20503,1080000000.0
20504,1080000000.0
20505,1080000000.0
20506,1080000000.0
20507,1080000000.0
20508,1080000000.0
20509,1080000000.0
20510,1080000000.0
20511,1080000000.0
20512,1080000000.0
20513,1080000000.0
20514,1080000000.0
20515,1080000000.0
20516,1080000000.0
20517,1080000000.0
20518,1080000000.0
20519,1080000000.0
20520,1080000000.0
20521,1080000000.0
20522,1080000000.0
20523,1090000000.0
20524,1090000000.0
20525,1090000000.0
20526,1090000000.0
20527,1090000000.0
20528,1090000000.0
20529,1090000000.0
20530,1090000000.0
20531,1090000000.0
20532,1090000000.0
20533,1090000000.0
20534,1090000000.0
20535,1090000000.0
20536,1090000000.0
20537,1090000000.0
20538,1090000000.0
20539,1090000000.0
20540,1090000000.0
20541,1090000000.0
20542,1090000000.0
20543,1090000000.0
20544,1090000000.0
20545,1090000000.0
20546,1090000000.0
20547,1090000000.0
20548,1090000000.0
20549,1090000000.0
20550,1090000000.0
20551,1090000000.0
20552,1090000000.0
20553,1090000000.0
20554,1090000000.0
20555,1090000000.0
20556,1090000000.0
20557,1090000000.0
20558,1090000000.0
20559,1090000000.0
20560,1090000000.0
20561,1090000000.0
20562,1090000000.0
20563,1090000000.0
20564,1090000000.0
20565,1090000000.0
20566,1090000000.0
20567,1090000000.0
20568,1090000000.0
20569,1090000000.0
20570,1090000000.0
20571,1090000000.0
20572,1090000000.0
20573,1090000000.0
20574,1090000000.0
20575,1090000000.0
20576,1090000000.0
20577,1090000000.0
20578,1090000000.0
20579,1090000000.0
20580,1090000000.0
20581,1100000000.0
20582,1100000000.0
20583,1100000000.0
20584,1100000000.0
20585,1100000000.0
20586,1100000000.0
20587,1100000000.0
20588,1100000000.0
20589,1100000000.0
20590,1100000000.0
20591,1100000000.0
20592,1100000000.0
20593,1100000000.0
20594,1100000000.0
20595,1100000000.0
20596,1100000000.0
20597,1100000000.0
20598,1100000000.0
20599,1100000000.0
20600,1100000000.0
20601,1100000000.0
20602,1100000000.0
20603,1100000000.0
20604,1100000000.0
20605,1100000000.0
20606,1100000000.0
20607,1100000000.0
20608,1100000000.0
20609,1100000000.0
20610,1100000000.0
20611,1110000000.0
20612,1110000000.0
20613,1110000000.0
20614,1110000000.0
20615,1110000000.0
20616,1110000000.0
20617,1110000000.0
20618,1110000000.0
20619,1110000000.0
20620,1110000000.0
20621,1110000000.0
20622,1110000000.0
20623,1110000000.0
20624,1110000000.0
20625,1110000000.0
20626,1110000000.0
20627,1110000000.0
20628,1110000000.0
20629,1110000000.0
20630,1110000000.0
20631,1110000000.0
20632,1110000000.0
20633,1110000000.0
20634,1110000000.0
20635,1110000000.0
20636,1110000000.0
20637,1110000000.0
20638,1110000000.0
20639,1110000000.0
20640,1110000000.0
20641,1110000000.0
20642,1110000000.0
20643,1110000000.0
20644,1110000000.0
20645,1110000000.0
20646,1110000000.0
20647,1110000000.0
20648,1110000000.0
20649,1110000000.0
20650,1110000000.0
20651,1110000000.0
20652,1110000000.0
20653,1110000000.0
20654,1110000000.0
20655,1110000000.0
20656,1110000000.0
20657,1110000000.0
20658,1110000000.0
20659,1110000000.0
20660,1110000000.0
20661,1110000000.0
20662,1110000000.0
20663,1110000000.0
20664,1110000000.0
20665,1110000000.0
20666,1110000000.0
20667,1110000000.0
20668,1110000000.0
20669,1120000000.0
20670,1120000000.0
20671,1120000000.0
20672,1120000000.0
20673,1120000000.0
20674,1120000000.0
20675,1120000000.0
20676,1120000000.0
20677,1120000000.0
20678,1120000000.0
20679,1120000000.0
20680,1120000000.0
20681,1120000000.0
20682,1120000000.0
20683,1120000000.0
20684,1120000000.0
20685,1120000000.0
20686,1120000000.0
20687,1120000000.0
20688,1120000000.0
20689,1120000000.0
20690,1120000000.0
20691,1120000000.0
20692,1120000000.0
20693,1120000000.0
20694,1120000000.0
20695,1120000000.0
20696,1120000000.0
20697,1120000000.0
20698,1120000000.0
20699,1120000000.0
20700,1120000000.0
20701,1120000000.0
20702,1120000000.0
20703,1120000000.0
20704,1120000000.0
20705,1120000000.0
20706,1120000000.0
20707,1120000000.0
20708,1120000000.0
20709,1120000000.0
20710,1120000000.0
20711,1120000000.0
20712,1120000000.0
20713,1120000000.0
20714,1120000000.0
20715,1120000000.0
20716,1120000000.0
20717,1120000000.0
20718,1120000000.0
20719,1120000000.0
20720,1120000000.0
20721,1120000000.0
20722,1120000000.0
20723,1120000000.0
20724,1120000000.0
20725,1120000000.0
20726,1120000000.0
20727,1130000000.0
20728,1130000000.0
20729,1130000000.0
20730,1130000000.0
20731,1130000000.0
20732,1130000000.0
20733,1130000000.0
20734,1130000000.0
20735,1130000000.0
20736,1130000000.0
20737,1130000000.0
20738,1130000000.0
20739,1130000000.0
20740,1130000000.0
20741,1130000000.0
20742,1130000000.0
20743,1130000000.0
20744,1130000000.0
20745,1130000000.0
20746,1130000000.0
20747,1130000000.0
20748,1130000000.0
20749,1130000000.0
20750,1130000000.0
20751,1130000000.0
20752,1130000000.0
20753,1130000000.0
20754,1130000000.0
20755,1130000000.0
20756,1130000000.0
20757,1130000000.0
20758,1130000000.0
20759,1130000000.0
20760,1130000000.0
20761,1130000000.0
20762,1130000000.0
20763,1130000000.0
20764,1130000000.0
20765,1130000000.0
20766,1130000000.0
20767,1130000000.0
20768,1130000000.0
20769,1130000000.0
20770,1130000000.0
20771,1130000000.0
20772,1130000000.0
20773,1130000000.0
20774,1130000000.0
20775,1130000000.0
20776,1130000000.0
20777,1130000000.0
20778,1130000000.0
20779,1130000000.0
20780,1130000000.0
20781,1130000000.0
20782,1130000000.0
20783,1130000000.0
20784,1130000000.0
20785,1130000000.0
20786,1140000000.0
20787,1140000000.0
20788,1140000000.0
20789,1140000000.0
20790,1140000000.0
20791,1140000000.0
20792,1140000000.0
20793,1140000000.0
20794,1140000000.0
20795,1140000000.0
20796,1140000000.0
20797,1140000000.0
20798,1140000000.0
20799,1140000000.0
20800,1140000000.0
20801,1140000000.0
20802,1140000000.0
20803,1140000000.0
20804,1140000000.0
20805,1140000000.0
20806,1140000000.0
20807,1140000000.0
20808,1140000000.0
20809,1140000000.0
20810,1140000000.0
20811,1140000000.0
20812,1140000000.0
20813,1140000000.0
20814,1140000000.0
20815,1140000000.0
20816,1140000000.0
20817,1140000000.0
20818,1140000000.0
20819,1140000000.0
20820,1140000000.0
20821,1140000000.0
20822,1140000000.0
20823,1140000000.0
20824,1140000000.0
20825,1140000000.0
20826,1140000000.0
20827,1140000000.0
20828,1140000000.0
20829,1140000000.0
20830,1140000000.0
20831,1140000000.0
20832,1140000000.0
20833,1140000000.0
20834,1140000000.0
20835,1140000000.0
20836,1140000000.0
20837,1140000000.0
20838,1150000000.0
20839,1150000000.0
20840,1150000000.0
20841,1150000000.0
20842,1150000000.0
20843,1150000000.0
20844,1150000000.0
20845,1150000000.0
20846,1150000000.0
20847,1150000000.0
20848,1150000000.0
20849,1150000000.0
20850,1150000000.0
20851,1150000000.0
20852,1150000000.0
20853,1150000000.0
20854,1150000000.0
20855,1150000000.0
20856,1150000000.0
20857,1150000000.0
20858,1150000000.0
20859,1150000000.0
20860,1150000000.0
20861,1150000000.0
20862,1150000000.0
20863,1150000000.0
20864,1160000000.0
20865,1160000000.0
20866,1160000000.0
20867,1160000000.0
20868,1160000000.0
20869,1160000000.0
20870,1160000000.0
20871,1160000000.0
20872,1160000000.0
20873,1160000000.0
20874,1160000000.0
20875,1160000000.0
20876,1160000000.0
20877,1160000000.0
20878,1160000000.0
20879,1160000000.0
20880,1160000000.0
20881,1160000000.0
20882,1160000000.0
20883,1160000000.0
20884,1160000000.0
20885,1160000000.0
20886,1160000000.0
20887,1160000000.0
20888,1160000000.0
20889,1160000000.0
20890,1160000000.0
20891,1160000000.0
20892,1160000000.0
20893,1160000000.0
20894,1160000000.0
20895,1160000000.0
20896,1160000000.0
20897,1160000000.0
20898,1160000000.0
20899,1160000000.0
20900,1160000000.0
20901,1160000000.0
20902,1160000000.0
20903,1160000000.0
20904,1160000000.0
